name,img,url
木薯细菌性枯萎病,http://www.114nz.com/all_images/tuku/200910/200910271638184925_y.jpg,http://pic.114nz.com/image/liangshizuowubinghai/shuleizuowu/mushu/2011/1218/1777.html
木薯炭疽病,http://www.114nz.com/all_images/tuku/200910/200910271639595405_y.jpg,http://pic.114nz.com/image/liangshizuowubinghai/shuleizuowu/mushu/2011/1218/1778.html
木薯花叶病,http://www.114nz.com/all_images/tuku/200910/200910271635264399_y.jpg,http://pic.114nz.com/image/liangshizuowubinghai/shuleizuowu/mushu/2011/1218/1776.html
